epoch,train_acc,val_acc,train_loss,val_loss
1,0.8131450414657593,0.9130434989929199,0.5641219615936279,0.28064554929733276
2,0.9353612065315247,0.928260862827301,0.20069211721420288,0.2135898470878601
3,0.9674090147018433,0.9130434989929199,0.09900379925966263,0.31252503395080566
4,0.9799022078514099,0.9130434989929199,0.05544780194759369,0.2772327661514282
5,0.9739271998405457,0.9413043260574341,0.06487306952476501,0.20998960733413696
6,0.9847908616065979,0.9326087236404419,0.04248941317200661,0.20842063426971436
7,0.980988621711731,0.9195652008056641,0.06469078361988068,0.3396398425102234
8,0.9945681691169739,0.949999988079071,0.02234315313398838,0.2035413384437561
9,0.9989136457443237,0.9521738886833191,0.009440441615879536,0.21693848073482513
10,0.9961977005004883,0.945652186870575,0.014590920880436897,0.2507764995098114
11,0.9429658055305481,0.9434782862663269,0.1923040896654129,0.22588704526424408
12,0.980988621711731,0.939130425453186,0.06028905510902405,0.22016672790050507
13,0.9864204525947571,0.945652186870575,0.0392269492149353,0.262129008769989
14,0.9929386377334595,0.9543478488922119,0.020403744652867317,0.20790497958660126
15,0.9918522834777832,0.958695650100708,0.025911061093211174,0.1672840416431427
